RegionWHO6,M49CodeFAOgeographicID,ISO2Code,ISO3Code,Country,WBincomegrouping2019,LatestDataYearofGINIIndex,GINIIndex,DoubleBurden20overweight1,DoubleBurden20overweightm,MDDWvalue,LatestDataYearofMDD,MDD623monthsvalue,SodiumIntakegday201095,LatestDataYearBreastFeeding,ExclusiveBreastFeeding05mon,LatestDataYearModerateSeve,ModerateChildFoodPoverty62,SevereChildFoodPoverty623m,LatestDataYearofintakeASF,IntakeofAnimalSourceFoods6,ZeroFruitorVegtable623mont,calories,Latestyearfreqeuencyprevalenc,Dailycarbonatedsoftdrinkcons,Dailyfrequencyoffruitconsump,Dailyfrequencyofvegetablecon,Weeklyfrequencyoffastfoodco,Prevalenceofatleastweeklyfa,Prevalenceoflessthandailyfr,Prevalenceoflessthandailyve,Latestyearall5foodgroupdi,Adults15yearsconsumingall,Foodgroupdiversityscore,Globaldietaryrecommendationss,NCDProtectscore,NCDRiskscore,Adultsage15yearsZeroveg,Adultsage15yearsSugarsw,Adultsage15yearsWholegr,Adultsage15yearsUnproces,Adultsage15yearsSweetfo,Adultsage15yearsProcesse,LatestyearSBSBRneonatalde,Numberofstillbirths,Stillbirthrate,Numberofneonataldeaths,Neonatalmortalityrate,NumberofU5deaths,U5mortalityrate,Latestyearlowbirthweight,Prevalenceoflowbirthweight,Latestyearprevalencewithoutb,Prevalenceofnewbornswithouta,Latestyearanaemiaprevalence,Prevalenceofanaemiainchildre,Latestyearchildstunting,Childstunting,Latestyearchildwasting,Childwasting,Latestyearchildoverweight,ChildOverweight,Prevalenceofanaemiainpregnan,Prevalenceofanaemiainnonpre,under,BMI,Latestyearchildandadolescent,Childandadolescentoverweight,BQ,Childandadolescentobesity,BS,Childandadolescentunderweight,Latestyearadultobesity,Adultobesityprevalence,Latestyearadultunderweight,Adultunderweightprevalence,Latestyearadultdiabetespreva,Adultdiabetesprevalence,LatestadultRBP,Adultraisedbloodpressureprev,LatestyearNCDmortalityratea,NCDmortalityrate,NCDprematuredeaths,Probabilityofdyingaged307,under2,nRegionWHO,RW,r
Eastern Mediterranean,682.0,SA,SAU,Saudi Arabia,High,,,,,,,,,2019.0,40.81544,2019.0,43.33938,37.3285,2019.0,45.84106,52.44892,3312.0,,,,,,,,,,,,,,,,,,,,,2021.0,2680.0,4.239814808,2060.0,3.26722902181864,4350.0,6.72113984689055,,,,,2019.0,21.8,2022.0,12.4,2020.0,4.4,2022.0,10.1,27.3,27.5,2.655281685,68.15696955,2011.0,0.319873587801709,1975.0,0.0122561150210593,2016.0,0.208662233434815,2014.0,36.4155207945956,2010.0,34.8790177758221,2003.0,13.8213119592186,2015.0,22.78,2019.0,558.1,64.8,20.9,0.97655076,Eastern Mediterranean,Eastern Mediterranean,
African,686.0,SN,SEN,Senegal,Lower middle,2018.0,38.1,1.0,,75.0,2019.0,19.3,3.15 (2.67–3.71),2019.0,23.63188,2019.0,12.50915,1.606026,2019.0,91.36343,2.245824,2735.0,,,,,,,,,2021,28.0,5.46,10.94,3.61,1.67,10.0,17.0,45.0,26.0,51.0,8.0,2021.0,10713.0,19.10576571,11590.0,21.0858217257633,20831.0,38.5998567028571,2015.0,18.459738,2017.0,35.53,2019.0,67.9,2022.0,17.0,2019.0,8.1,2022.0,3.4,56.1,52.3,10.84691435,29.60923016,2012.0,0.0813625642012271,1991.0,0.0029624604355967,2006.0,0.328706723875929,2006.0,6.02745075900446,1990.0,13.5969257958639,,,2015.0,30.06,2019.0,551.4,61.1,19.5,2.3838806,African,African,1.0430799
European,688.0,RS,SRB,Serbia,Upper middle,2020.0,35.0,,,,2019.0,85.9,,,,,,,,,,2914.0,,,,,,,,,,,,,,,,,,,,,2021.0,327.0,4.810692453,240.0,3.55339862741813,374.0,5.48726640332209,2015.0,4.5343642,2018.0,.17,2019.0,19.5,2022.0,4.6,2019.0,2.6,2022.0,9.9,25.1,22.8,2.98265852,46.21068835,1981.0,0.0629661496713273,2012.0,0.0810432763792744,1990.0,0.194636862864545,1985.0,11.1451609203424,2007.0,35.8376064624734,,,2015.0,29.47,2019.0,600.8,30.4,22.0,1.092815,European,European,
African,690.0,SC,SYC,Seychelles,High,2018.0,32.1,,,,,,,2021.0,50.88754,2021.0,29.15235,46.49482,2021.0,43.53835,53.56548,3168.0,2015.0,1.851802502,2.135596387,2.016424517,1.800900061,69.61551056,23.82625923,25.34705087,,,,,,,,,,,,,2021.0,15.0,9.347925714,14.0,8.64319401242322,23.0,13.9128051987967,2015.0,11.672328,,,2019.0,30.6,2022.0,7.2,2012.0,4.3,2022.0,9.1,27.5,24.9,5.146843567,41.54894948,2016.0,0.226694264515559,2016.0,0.107865353960268,2006.0,0.246288077952035,2000.0,8.88200243135098,2016.0,23.4555163792937,,,2015.0,23.27,2019.0,569.9,48.1,21.1,1.6383836,African,African,
African,694.0,SL,SLE,Sierra Leone,Low,2018.0,35.7,1.0,1.0,39.0,2019.0,25.1,2.51 (2.11–2.94),,,,,,,,,2335.0,,,,,,,,,2021,19.0,4.14,10.54,2.48,.9399999999999999,15.0,12.0,31.0,15.0,30.0,5.0,2021.0,6254.0,23.1308283,8166.0,30.9359905436104,27155.0,104.686966254873,2015.0,14.4151,2017.0,35.42,2019.0,73.4,2022.0,26.0,2021.0,6.3,2022.0,5.2,54.4,47.8,9.69979167,29.56264019,2014.0,0.0986116400556741,2005.0,0.0118354027285086,2003.0,0.319524667483028,2011.0,7.30146062421448,2011.0,18.4335850258229,1984.0,3.63552563975028,2015.0,30.205,2019.0,636.3,68.2,23.5,2.2721045,African,African,-0.6464262
Western Pacific,702.0,SG,SGP,Singapore,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.0,79.0,1.85718968,32.0,0.747102017745389,87.0,2.08832671993751,2015.0,9.6355581,,,2019.0,13.5,2022.0,3.0,2000.0,3.6,2022.0,3.8,17.5,12.9,7.842712104,24.72285479,2007.0,0.219815169432324,2011.0,0.0669059386139895,2013.0,0.134590091219187,2011.0,5.69403852549054,2012.0,25.9719416447678,,,2015.0,14.59,2019.0,234.8,46.4,9.5,2.0595846,Western Pacific,Western Pacific,
European,703.0,SK,SVK,Slovakia,High,2019.0,23.2,,,,,,,,,,,,,,,3004.0,,,,,,,,,,,,,,,,,,,,,2021.0,168.0,3.08837697,152.0,2.79750406980952,312.0,5.63310969840537,,,2020.0,0,2019.0,23.7,,,,,,,24.4,23.5,2.985987999,44.43744719,2013.0,0.208190995959492,2014.0,0.0713792045300387,1994.0,0.169669816136688,2009.0,18.7880428921957,2012.0,36.5466525107068,,,2015.0,28.555,2019.0,441.8,33.4,15.5,1.0939307,European,European,
European,705.0,SI,SVN,Slovenia,High,2020.0,24.0,,,,,,,2015.0,76.20001,,,,,,,3155.0,,,,,,,,,,,,,,,,,,,,,2021.0,49.0,2.53684564,24.0,1.27600255922174,42.0,2.16959649184589,2015.0,6.1484652,2020.0,3.2,2019.0,18.2,,,,,,,22.9,21.7,2.667097747,47.20662534,1999.0,0.142607303188955,2012.0,0.0729237778672778,2010.0,0.13521628894766,1998.0,15.0110228671271,2014.0,36.5745236550599,2014.0,7.13600210180254,2015.0,30.37,2019.0,339.8,24.4,11.4,0.9809909,European,European,
Western Pacific,90.0,SB,SLB,Solomon Islands,Lower middle,2012.0,37.1,,1.0,,,,2.33 (1.96–2.76),2018.0,33.7,2018.0,23.94704,63.08056,2018.0,22.39871,65.11566,2356.0,2011.0,1.162291876,1.949639704,2.246337763,1.937101982,67.05249804,33.11800344,20.64386506,,,,,,,,,,,,,2021.0,196.0,9.197321965,160.0,7.59908017102576,393.0,18.7852650646063,,,2013.0,14.32,2019.0,38.1,2022.0,29.8,2015.0,8.5,2022.0,5.5,49.3,36.7,2.367964759,54.57316637,1986.0,0.0729225959285173,1976.0,0.00158119959378997,2010.0,0.0822108719575035,2008.0,18.3409749118868,1997.0,29.5030409706601,2002.0,10.8308623503117,2015.0,21.995,2019.0,909.1,64.3,39.2,0.86203086,Western Pacific,Western Pacific,
Eastern Mediterranean,706.0,SO,SOM,Somalia,Low,,,,,,,,,2016.0,31.6147,2016.0,37.30227,22.79225,2016.0,61.09667,37.10629,,,,,,,,,,,,,,,,,,,,,,2021.0,21450.0,28.02513065,26719.0,35.9532590677669,79723.0,111.784553373775,,,2016.0,92.42,2019.0,51.8,2022.0,18.0,2009.0,14.3,2022.0,2.7,48.7,42.4,9.77172479,28.8785696,1997.0,0.0524431416577456,2012.0,0.021828012101138,2010.0,0.258656749207733,2014.0,7.79150388773413,2013.0,19.8908040442645,2014.0,6.84175800732522,2015.0,32.855,2019.0,769.2,68.5,30.4,2.279493,Eastern Mediterranean,Eastern Mediterranean,
African,710.0,ZA,ZAF,South Africa,Upper middle,2014.0,63.0,1.0,,72.0,2016.0,39.9,2.48 (2.34–2.62),2010.0,44.53772,,,,,,,2857.0,,,,,,,,,2021,23.0,5.52,9.05,3.29,3.24,10.0,51.0,43.0,34.0,52.0,39.0,2021.0,19337.0,16.16387821,12979.0,11.0247262766958,38868.0,32.8473298627461,2015.0,14.25164,2014.0,11.73,2019.0,44.4,2022.0,22.8,2017.0,3.8,2022.0,12.1,30.8,30.5,3.378212452,60.05177498,1997.0,0.0482323107966687,2005.0,0.0273020409201751,1993.0,0.473515525968201,2002.0,20.6789851853672,2014.0,25.899986326526,1982.0,6.33534423326423,2015.0,26.71,2019.0,618.4,62.9,24.1,1.2173467,African,African,-0.60523176
African,728.0,SS,SSD,South Sudan,Low,2016.0,44.1,,,,,,,,,,,,,,,2135.0,,,,,,,,,,,,,,,,,,,,,2021.0,8312.0,25.84135523,12408.0,39.6264458679808,31312.0,98.6896420102898,,,,,2019.0,60.5,2022.0,27.9,2010.0,22.7,2022.0,4.7,40.0,35.2,,,,,,,,,,,,,,,,,2019.0,481.1,56.3,16.8,,African,African,
European,724.0,ES,ESP,Spain,High,2020.0,34.9,,,,,,,2016.0,80.92884,2016.0,16.76034,4.794994,2016.0,77.49548,10.70174,3354.0,,,,,,,,,,,,,,,,,,,,,2021.0,776.0,2.1642631,637.0,1.78301872020315,1089.0,3.04542876210092,2015.0,8.274869,2020.0,10.36,2019.0,14.6,,,,,,,19.2,13.3,1.450069342,50.86590648,2014.0,0.331518054692769,2012.0,0.0980899683774958,2016.0,0.065634702845753,2009.0,22.1384368987849,2001.0,38.0747074391165,1989.0,6.19943706409783,2015.0,19.105,2019.0,282.1,18.5,9.6,0.3716114,European,European,
South-East Asian,144.0,LK,LKA,Sri Lanka,Lower middle,2019.0,37.7,,1.0,82.0,2016.0,78.4,3.87 (3.27–4.54),2014.0,54.59538,2014.0,42.24318,33.7856,2014.0,39.19342,66.96679,2845.0,2008.0,,1.322346043,1.936029075,,,34.5912189,15.75515198,2021,58.0,6.2,11.65,4.22,1.57,6.0,7.0,45.0,5.0,64.0,11.0,2021.0,1849.0,6.007471573,1179.0,3.85237182559568,2088.0,6.74807457253419,2015.0,15.88887,2014.0,4.11,2019.0,25.1,2022.0,15.9,2016.0,15.1,2022.0,1.3,34.6,34.6,12.01296225,24.50685501,2009.0,0.0779828044832963,2016.0,0.0472762719584561,2015.0,0.381491324096482,2016.0,5.28685270602412,1982.0,8.31094501477418,,,2015.0,22.325,2019.0,466.7,34.3,13.2,2.4859862,South-East Asian,South-East Asian,-0.20494366
Eastern Mediterranean,729.0,SD,SDN,Sudan,Low,2014.0,34.2,,,,2014.0,24.0,,2018.0,8.916188,2018.0,48.44388,23.44377,2018.0,45.48174,29.49583,2605.0,2012.0,0.746187974,1.251536933,1.5633555,0.912250809,39.68692041,46.0360603,30.88356958,,,,,,,,,,,,,2021.0,34499.0,21.99045779,40883.0,26.6604785341806,82570.0,54.8955367258834,,,2013.0,89.52,2019.0,50.8,2022.0,36.0,2014.0,16.3,2022.0,2.7,36.8,36.5,,61.12033725,2016.0,0.123533988049956,2013.0,0.0225743867076133,1988.0,0.341127636862297,2016.0,8.44034584109219,2008.0,18.7253202861617,1986.0,4.38288337292244,2015.0,30.125,2019.0,625.7,54.6,22.8,,Eastern Mediterranean,Eastern Mediterranean,
Americas,740.0,SR,SUR,Suriname,Upper middle,1999.0,57.9,,,,2018.0,28.1,,,,,,,,,,2756.0,2009.0,2.335354539,1.729350811,2.077609936,1.304241121,61.33375152,25.42550818,10.01022726,,,,,,,,,,,,,2021.0,123.0,10.94175665,119.0,10.6597354183533,190.0,17.1758135577738,2015.0,14.658528,2017.0,15.74,2019.0,25.9,2022.0,7.6,2018.0,5.5,2022.0,3.8,24.2,20.8,3.433095664,59.24202204,2012.0,0.286900713619943,2000.0,0.0791577953031002,1999.0,0.18548215315795,2000.0,19.5669836264758,,,,,2015.0,22.28,2019.0,665.4,46.6,22.7,1.2334623,Americas,Americas,
European,752.0,SE,SWE,Sweden,High,2020.0,28.9,,,,,,,,,,,,,,,3252.0,,,,,,,,,,,,,,,,,,,,,2021.0,278.0,2.447475704,153.0,1.3506115460399,279.0,2.46451455062794,2015.0,5.638232,2020.0,0,2019.0,14.6,,,,,,,18.0,13.4,2.295914106,43.84638667,2014.0,0.232942705599494,,,2006.0,0.10737239438264,,,2008.0,36.5554574298948,1980.0,4.71071318845178,2015.0,19.26,2019.0,300.5,15.9,8.4,0.83113104,European,European,
European,756.0,CH,CHE,Switzerland,High,2018.0,33.1,,,,,,,2019.0,28.5,,,,,,,3399.0,,,,,,,,,,,,,,,,,,,,,2021.0,211.0,2.414502033,235.0,2.70234762659447,332.0,3.83055186050193,2015.0,6.474225,2020.0,1.04,2019.0,14.0,,,,,,,14.9,11.2,3.490223736,42.54129529,2013.0,0.214832093801125,2014.0,0.0553097165632655,1995.0,0.107932798380575,2015.0,19.8796036699517,2011.0,35.6797620934233,,,2015.0,17.995,2019.0,269.6,17.8,7.9,1.2499658,European,European,
Eastern Mediterranean,760.0,SY,SYR,Syrian Arab Republic,Low,2003.0,37.5,1.0,,,,,4.18 (3.53–4.92),2017.0,35.79709,2017.0,43.51351,33.97896,2017.0,37.75324,57.58746,2870.0,2010.0,0.742571131,1.385503121,1.292745362,0.851566012,42.57683401,37.071286979999996,35.56318346,,,,,,,,,,,,,2021.0,4615.0,10.69576526,4621.0,10.842720295451,9057.0,22.2724429351413,,,2005.0,52.5,2019.0,32.9,2022.0,25.4,2010.0,11.5,2022.0,11.7,33.2,32.8,3.278302029,58.69243741,2001.0,0.171932514990222,2015.0,0.109148820331572,1995.0,0.262961140321195,2001.0,19.4997132123999,2008.0,34.0236262637826,,,2015.0,24.46,2019.0,633.5,48.1,22.1,1.1873256,Eastern Mediterranean,Eastern Mediterranean,
European,762.0,TJ,TJK,Tajikistan,Low,2015.0,34.0,1.0,,87.0,2017.0,22.5,5.40 (4.64–6.27),2019.0,13.99741,2019.0,24.49178,6.265088,2019.0,89.99075,13.92914,2782.0,,,,,,,,,2021,63.0,6.57,10.18,4.16,2.98,2.0,33.0,26.0,53.0,65.0,26.0,2021.0,2403.0,9.1299779,3540.0,13.5699872308934,8189.0,31.4190013278517,2015.0,5.6252947,2015.0,8.619999999999999,2019.0,37.0,2022.0,13.1,2017.0,5.6,2022.0,3.0,38.6,35.0,5.522157997,38.50472569,2001.0,0.0827649360967623,2012.0,0.0211562519758918,2013.0,0.167832467881368,,,1987.0,25.561163185644,1991.0,5.16256167379422,2015.0,26.04,2019.0,876.1,54.9,28.3,1.7087687,European,European,1.112838
South-East Asian,764.0,TH,THA,Thailand,Upper middle,2021.0,35.1,,,,2019.0,69.2,2.75 (2.45–3.08),2020.0,64.97466,2020.0,29.96781,30.19511,2020.0,49.54811,33.98166,2855.0,2015.0,1.293256923,1.570135279,2.028994772,3.116279324,81.75683089,26.9048319,14.72455717,,,,,,,,,,,,,2021.0,3531.0,5.450606045,3035.0,4.70815548024495,5429.0,8.29102870296974,2015.0,1.516175,2018.0,2.4,2019.0,24.9,2022.0,11.8,2019.0,7.7,2022.0,8.6,32.2,23.8,7.417917252,33.65542591,2013.0,0.191573651114055,1993.0,0.0160255228107272,2016.0,0.291818942249331,1989.0,2.09622596531685,2004.0,17.3448548669597,,,2015.0,22.285,2019.0,362.6,42.1,13.7,2.0038984,South-East Asian,South-East Asian,
South-East Asian,626.0,TL,TLS,Timor-Leste,Lower middle,2014.0,28.7,,1.0,,2020.0,39.8,5.31 (4.88–5.75),2017.0,64.32957,2017.0,50.89595,30.49681,2017.0,60.74614,47.86895,2264.0,2015.0,1.03630878,1.110428305,1.417448895,1.398553175,65.08965768,53.71394583,41.088953,,,,,,,,,,,,,2021.0,481.0,14.37551006,733.0,22.2256608573228,1653.0,50.5489746820447,,,2014.0,47.37,2019.0,46.3,2022.0,45.1,2020.0,8.3,2022.0,1.3,38.0,29.2,17.15759486,19.36217248,1984.0,0.0105323056123003,1980.0,0.000613046701215754,2015.0,0.354157122996915,1985.0,0.513113374541067,1998.0,11.3828891163684,2000.0,4.79567720914735,2015.0,27.5,2019.0,570.4,48.7,19.9,2.8424408,South-East Asian,South-East Asian,
African,768.0,TG,TGO,Togo,Low,2018.0,42.4,1.0,,,2017.0,18.6,4.47 (3.71–5.32),2019.0,39.57476,2019.0,33.75306,12.75556,2019.0,75.82166,10.2006,2512.0,,,,,,,,,,,,,,,,,,,,,2021.0,5872.0,20.87259008,6618.0,24.0424029401269,16919.0,62.604451777555,2015.0,16.8766,2016.0,30.06,2019.0,72.4,2022.0,22.3,2017.0,5.7,2022.0,2.2,53.7,44.9,8.835482597,29.65456247,2005.0,0.0614830193814327,1991.0,0.00205025460143827,2013.0,0.267952573620095,2011.0,6.900467494452,2016.0,20.1583848394319,1983.0,3.17452231435397,2015.0,28.72,2019.0,649.4,69.8,23.9,2.1787758,African,African,
Western Pacific,776.0,TO,TON,Tonga,Upper middle,2015.0,33.5,,,,2019.0,53.5,,2011.0,21.45868,,,,,,,,2010.0,1.535823131,1.703431315,2.222384995,1.637335153,69.69925401,38.24239023,21.26748917,,,,,,,,,,,,,2021.0,16.0,6.481374402,12.0,4.86723805009061,27.0,11.1398831041552,,,2018.0,16.72,2019.0,34.0,2022.0,1.8,2019.0,1.1,2022.0,10.9,36.5,27.9,0.426452979,79.07837629,2013.0,0.543308103683003,2007.0,0.175768356200528,2002.0,0.0151053081436965,2013.0,47.3136528227061,2015.0,31.2994492111994,1994.0,14.7235274931756,2015.0,23.625,2019.0,624.8,49.0,24.8,-0.85225314,Western Pacific,Western Pacific,
Americas,780.0,TT,TTO,Trinidad and Tobago,High,1992.0,40.3,,,,,,,2018.0,13.54538,2018.0,28.42649,8.412195,2018.0,77.09328,19.5868,2958.0,2011.0,1.897852978,1.129962054,1.506338421,1.391741112,65.02920994,47.73359134,31.76485921,,,,,,,,,,,,,2021.0,157.0,8.745633276,184.0,10.317073892289,294.0,16.3317657427349,2015.0,12.392281,2005.0,10.31,2019.0,22.9,2022.0,8.8,2011.0,6.4,2022.0,13.9,19.4,17.7,3.720891103,50.19882321,2008.0,0.165041622712533,1979.0,0.00427943453896986,2016.0,0.197578081625203,2002.0,11.8373305547018,1978.0,17.8302965132536,2012.0,10.9143107787045,2015.0,25.79,2019.0,439.0,45.4,17.1,1.3139632,Americas,Americas,
Eastern Mediterranean,788.0,TN,TUN,Tunisia,Lower middle,2015.0,32.8,,,91.0,2018.0,63.2,2.78 (2.36–3.34),2018.0,40.7,,,,,,,3549.0,2008.0,,1.899002909,1.939340495,,,20.18538209,21.6577283,2022,,,10.26,3.7,2.44,,,,,,,2021.0,2097.0,10.51253096,2278.0,11.5355053315788,3281.0,16.3213438249204,2015.0,7.472325,2017.0,.67,2019.0,30.4,2022.0,8.6,2018.0,2.1,2022.0,19.0,30.5,32.1,3.575421125,61.56694889,2006.0,0.187692986197672,,,2016.0,0.218974465165448,2004.0,20.9162135952635,2016.0,35.6615876019659,,,2015.0,23.135,2019.0,462.5,38.1,15.7,1.274083,Eastern Mediterranean,Eastern Mediterranean,1.1580645
European,792.0,TR,TUR,Türkiye,Upper middle,2019.0,41.9,,,75.0,,,4.43 (3.72–5.23),2019.0,56.47675,2019.0,26.63432,3.983583,2019.0,67.48547,11.89082,3753.0,,,,,,,,,2021,50.0,6.41,11.22,4.24,2.02,8.0,25.0,51.0,28.0,44.0,23.0,2021.0,5280.0,4.224115267,5883.0,4.72404806921457,11390.0,8.98016799425261,2015.0,7.25461,2016.0,3.83,,,2022.0,5.5,2018.0,1.7,2022.0,8.1,,,1.977718063,64.8239851,1983.0,0.0717487496783579,2016.0,0.11553053373378,2016.0,0.19203199215895,2003.0,24.4571522702455,2008.0,35.9020799645381,2010.0,12.3793913168526,2015.0,20.17,2019.0,436.8,36.3,15.6,0.6819437,European,European,-0.25702307
European,795.0,TM,TKM,Turkmenistan,Upper middle,1998.0,40.8,,,,2019.0,69.4,,2019.0,43.79577,2019.0,56.71827,13.99495,2019.0,79.78324,43.51963,2879.0,,,,,,,,,,,,,,,,,,,,,2021.0,1309.0,9.463270944,3217.0,23.4852908684707,5728.0,41.4278028316905,2015.0,4.927666,2018.0,.67,2019.0,33.1,2022.0,6.7,2019.0,4.1,2022.0,3.6,27.7,26.5,4.460976273,44.57429647,2003.0,0.120666501977263,2008.0,0.0284293068756845,2006.0,0.17026195170548,2004.0,12.8926376130875,2006.0,32.4068349367066,,,2015.0,25.34,2019.0,668.2,62.7,27.7,1.4953676,European,European,
,796.0,TC,TCA,Turks and Caicos Islands,,,,,,,,,,2016.0,65.46313,2020.0,62.14155,24.29135,2020.0,30.42884,54.08976,,,,,,,,,,,,,,,,,,,,,,2021.0,,,1.0,2.3592647923641,2.0,4.48939031066383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Mediterranean,
Western Pacific,798.0,TV,TUV,Tuvalu,Upper middle,2010.0,39.1,,,,,,,2012.0,19.72871,,,,,,,,2013.0,1.396703388,1.616187438,1.749716642,1.15960705,42.29441884,39.30370901,36.1687491,,,,,,,,,,,,,2021.0,2.0,9.254518179,3.0,9.62516089303466,6.0,21.2540893213512,,,2018.0,1.18,2019.0,41.9,2022.0,5.2,2019.0,2.8,2022.0,4.2,34.0,27.0,0.619715778,82.78178573,1987.0,0.209160376139092,2003.0,0.142402610131026,2000.0,0.0168900702687003,2001.0,41.5430166113241,2002.0,34.0166962620879,,,2015.0,23.66,,,,,-0.47849432,Western Pacific,Western Pacific,
African,800.0,UG,UGA,Uganda,Low,2019.0,42.7,,1.0,59.0,2016.0,25.7,4.10 (3.80–4.43),,,,,,,,,2211.0,,,,,,,,,2021,32.0,4.97,11.3,3.63,1.33,8.0,20.0,45.0,25.0,27.0,2.0,2021.0,25855.0,15.09650525,32037.0,19.0076521090015,69025.0,42.1281824436793,,,2014.0,34.21,2019.0,51.7,2022.0,23.4,2020.0,3.6,2022.0,3.5,38.9,32.1,9.777151793,24.73711669,2011.0,0.0800661029887113,1996.0,0.00199571678714795,1998.0,0.303341197735154,,,2008.0,15.4504373476896,2014.0,4.56933079105488,2015.0,27.235,2019.0,572.2,69.6,21.2,2.2800481,African,African,0.060791194
European,804.0,UA,UKR,Ukraine,Lower middle,2020.0,25.6,,,,,,,,,,,,,,,2979.0,,,,,,,,,,,,,,,,,,,,,2021.0,1669.0,4.942492659,1622.0,4.82603613463638,2834.0,8.22322547835979,2015.0,5.6338878,2011.0,2.76,2019.0,25.6,2022.0,12.3,2000.0,8.2,2022.0,13.6,23.2,17.5,2.120324224,52.14959979,2016.0,0.211850156354637,,,2013.0,0.15388485739479,2000.0,19.392782412491,2002.0,34.4676061516422,1984.0,5.71699994170437,2015.0,27.31,2019.0,649.0,36.5,25.5,0.75156903,European,European,
Eastern Mediterranean,784.0,AE,ARE,United Arab Emirates,High,2018.0,26.0,,,,,,,2018.0,57.8,2015.0,59.13909,19.38235,2015.0,36.09203,29.39637,3076.0,2010.0,1.238643411,1.189717736,1.444348856,1.534810456,67.07935405,54.15794054,40.63221935,,,,,,,,,,,,,2021.0,454.0,4.682596429,337.0,3.49253424881793,618.0,6.37177633181807,2015.0,12.6836,,,2019.0,20.4,,,,,,,23.7,24.3,2.538871393,67.30825901,1989.0,0.207530931504305,2001.0,0.1038873406347,1999.0,0.209459227296168,2014.0,34.2046995638418,2000.0,35.2399679766262,,,2015.0,20.225,2019.0,528.4,78.8,18.5,0.93171966,Eastern Mediterranean,Eastern Mediterranean,
European,826.0,GB,GBR,United Kingdom of Great Britain and Northern Ireland,High,2020.0,32.6,,,,,,,2018.0,25.79923,,,,,,,3381.0,,,,,,,,,,,,,,,,,,,,,2021.0,1836.0,2.704276116,1893.0,2.79550675403974,2864.0,4.18539847253471,2015.0,6.952281,2019.0,1.81,2019.0,15.5,,,2017.0,0.3,2022.0,11.3,16.5,10.9,1.776446402,55.70005774,,,2015.0,0.101033993506338,2012.0,0.0754933011997257,2008.0,23.9362682853049,1990.0,35.7053206517103,,,2015.0,15.16,2019.0,329.9,20.7,10.3,0.57461494,European,European,
African,834.0,TZ,TZA,United Republic of Tanzania,Lower middle,2018.0,40.5,1.0,1.0,36.0,2015.0,21.5,2.11 (1.75–2.52),2018.0,57.73467,2018.0,24.42651,5.761699,2018.0,73.90994,5.502722,2394.0,2014.0,1.05261298,1.737432433,2.006523582,1.023578975,35.26543541,31.45473757,24.30691964,2021,19.0,4.14,10.93,2.88,.96,18.0,19.0,38.0,25.0,16.0,1.0,2021.0,42873.0,18.27523657,46050.0,20.0096646695182,105694.0,47.1164020668742,2015.0,1.496649,2014.0,36.53,2019.0,56.1,2022.0,30.6,2022.0,3.3,2022.0,4.6,48.1,37.9,9.612626582,29.28791046,2016.0,0.117976096802998,2008.0,0.01166670280501,2015.0,0.245968928584478,2013.0,7.51317279768248,2016.0,19.8457808561573,2014.0,6.08213962903545,2015.0,27.15,2019.0,496.5,63.3,17.4,2.2630775,African,African,-0.3855351
Americas,840.0,US,USA,United States of America,High,2020.0,39.7,,,83.0,,,,2017.0,49.46042,2017.0,41.7321,35.01368,2017.0,43.76671,42.07749,3926.0,,,,,,,,,2021,45.0,6.51,9.74,4,3.26,6.0,39.0,39.0,52.0,60.0,46.0,2021.0,10196.0,2.731243948,12169.0,3.27029739195094,23162.0,6.24297945213506,2015.0,8.214396,2020.0,1.63,2019.0,6.1,2022.0,3.6,2018.0,0.1,2022.0,7.9,11.5,11.8,2.051596157,60.23608446,2008.0,0.39532684606259,2000.0,0.16433737930671,2006.0,0.0700821796350297,2010.0,33.3130767404087,2000.0,33.9746040927658,,,2015.0,12.925,2019.0,407.9,31.7,13.6,0.7186181,Americas,Americas,0.8951553
Americas,858.0,UY,URY,Uruguay,High,2021.0,40.8,,,,2018.0,69.8,,2013.0,72.6,,,,,,,3204.0,2012.0,2.137887919,1.668764543,1.618688361,0.820858062,45.30315906,29.08447493,24.98812387,,,,,,,,,,,,,2021.0,173.0,4.796653542,143.0,3.99654454953082,211.0,5.82309849357604,2015.0,8.59887,2020.0,0,2019.0,25.1,2022.0,6.1,2018.0,1.4,2022.0,11.5,25.5,14.7,1.553555392,56.20753169,2013.0,0.321528093406565,1989.0,0.0649759710399263,2016.0,0.10754314632996,1989.0,16.5092697022398,2008.0,35.4939830399337,,,2015.0,20.755,2019.0,445.2,26.7,16.5,0.4405461,Americas,Americas,
