RegionWHO6,M49CodeFAOgeographicID,ISO2Code,ISO3Code,Country,WBincomegrouping2019,LatestDataYearofGINIIndex,GINIIndex,DoubleBurden20overweight1,DoubleBurden20overweightm,MDDWvalue,LatestDataYearofMDD,MDD623monthsvalue,SodiumIntakegday201095,LatestDataYearBreastFeeding,ExclusiveBreastFeeding05mon,LatestDataYearModerateSeve,ModerateChildFoodPoverty62,SevereChildFoodPoverty623m,LatestDataYearofintakeASF,IntakeofAnimalSourceFoods6,ZeroFruitorVegtable623mont,calories,Latestyearfreqeuencyprevalenc,Dailycarbonatedsoftdrinkcons,Dailyfrequencyoffruitconsump,Dailyfrequencyofvegetablecon,Weeklyfrequencyoffastfoodco,Prevalenceofatleastweeklyfa,Prevalenceoflessthandailyfr,Prevalenceoflessthandailyve,Latestyearall5foodgroupdi,Adults15yearsconsumingall,Foodgroupdiversityscore,Globaldietaryrecommendationss,NCDProtectscore,NCDRiskscore,Adultsage15yearsZeroveg,Adultsage15yearsSugarsw,Adultsage15yearsWholegr,Adultsage15yearsUnproces,Adultsage15yearsSweetfo,Adultsage15yearsProcesse,LatestyearSBSBRneonatalde,Numberofstillbirths,Stillbirthrate,Numberofneonataldeaths,Neonatalmortalityrate,NumberofU5deaths,U5mortalityrate,Latestyearlowbirthweight,Prevalenceoflowbirthweight,Latestyearprevalencewithoutb,Prevalenceofnewbornswithouta,Latestyearanaemiaprevalence,Prevalenceofanaemiainchildre,Latestyearchildstunting,Childstunting,Latestyearchildwasting,Childwasting,Latestyearchildoverweight,ChildOverweight,Prevalenceofanaemiainpregnan,Prevalenceofanaemiainnonpre,under,BMI,Latestyearchildandadolescent,Childandadolescentoverweight,BQ,Childandadolescentobesity,BS,Childandadolescentunderweight,Latestyearadultobesity,Adultobesityprevalence,Latestyearadultunderweight,Adultunderweightprevalence,Latestyearadultdiabetespreva,Adultdiabetesprevalence,LatestadultRBP,Adultraisedbloodpressureprev,LatestyearNCDmortalityratea,NCDmortalityrate,NCDprematuredeaths,Probabilityofdyingaged307,under2,nRegionWHO,RW,r
European,499.0,ME,MNE,Montenegro,Upper middle,2018.0,36.8,,,,2018.0,66.0,,2017.0,35.0,,,,,,,3474.0,,,,,,,,,,,,,,,,,,,,,2021.0,24.0,3.372951163,7.0,0.961022847944257,16.0,2.26293637576634,2015.0,5.453764,2017.0,1.75,2019.0,14.7,2022.0,8.2,2018.0,2.2,2022.0,8.0,20.6,17.1,2.554691583,48.36967587,2011.0,0.214162187866664,2012.0,0.0629384554735255,2011.0,0.14017863319293,2005.0,19.2858807893371,1990.0,32.5408287077853,,,2015.0,29.1,2019.0,603.1,31.6,22.3,0.9379315,European,European,
Eastern Mediterranean,504.0,MA,MAR,Morocco,Lower middle,2013.0,39.5,1.0,,76.0,,,4.31 (3.67–5.06),2013.0,41.0,2011.0,42.92778,29.03318,2011.0,45.18087,35.71434,3354.0,2010.0,1.272341909,2.163150101,2.575093466,1.07577868,44.78831658,24.66526178,11.90895345,2021,41.0,5.73,10.87,3.82,1.95,5.0,17.0,44.0,48.0,53.0,13.0,2021.0,8722.0,13.22335485,7239.0,11.1207482720494,11788.0,17.9955702220285,2015.0,17.28467,2015.0,3.03,2019.0,30.4,2022.0,12.8,2019.0,2.3,2022.0,4.9,32.6,29.8,3.752899542,58.6527884,2014.0,0.255711958671423,1994.0,0.027163201723775,2002.0,0.243484095692798,2013.0,24.701171035642,2000.0,33.1428446627305,,,2015.0,26.025,2019.0,644.0,46.4,24.1,1.3225287,Eastern Mediterranean,Eastern Mediterranean,1.0655742
African,508.0,MZ,MOZ,Mozambique,Low,2014.0,54.0,1.0,1.0,51.0,2011.0,28.0,2.24 (1.86–2.65),2016.0,51.23788,2016.0,44.15017,34.52015,2016.0,58.50627,55.77293,2048.0,2015.0,1.228273508,1.600222205,1.405687369,1.520674888,60.71355557,32.40905757,32.23948432,2021,30.0,4.66,11.02,3.45,1.43,11.0,26.0,33.0,20.0,37.0,4.0,2021.0,20723.0,17.34061961,32279.0,27.5100640582693,79353.0,69.5584271639281,2015.0,13.818653,2009.0,48.84,2019.0,68.2,2022.0,36.4,2020.0,3.9,2022.0,5.5,45.8,48.1,9.693612903,27.27663815,1998.0,0.058915728601743,2010.0,0.0148415512711469,1998.0,0.261739048816632,2009.0,5.40652600525696,2015.0,19.2908818073872,2010.0,5.93931326176057,2015.0,28.86,2019.0,778.6,68.7,30.6,2.2714672,African,African,0.34670004
South-East Asian,104.0,MM,MMR,Myanmar,Lower middle,2017.0,30.7,,1.0,,2016.0,21.3,4.49 (3.75–5.29),2013.0,48.32481,2013.0,34.64161,40.46816,2013.0,64.20674,51.83282,2871.0,,,,,,,,,,,,,,,,,,,,,2021.0,13579.0,14.53846182,19939.0,21.6643523829295,38581.0,41.8123689305352,2015.0,12.33469,2014.0,54.61,2019.0,49.6,2022.0,24.1,2018.0,7.4,2022.0,0.8,47.8,41.9,13.51628155,24.15953726,1997.0,0.0320982695427184,2007.0,0.0162812052109556,2007.0,0.39897226597311,2014.0,5.25120788793353,,,2012.0,7.1273123827994596,2015.0,24.51,2019.0,673.7,57.1,24.9,2.603895,South-East Asian,South-East Asian,
African,516.0,NA,NAM,Namibia,Upper middle,2015.0,59.1,1.0,,,2013.0,24.9,2.64 (2.24–3.09),2007.0,67.2,,,,,,,2550.0,2013.0,1.172602179,1.375166196,1.366516715,1.235348454,49.28537474,44.27765887,41.27061218,,,,,,,,,,,,,2021.0,1222.0,17.27823898,1352.0,19.4626268846323,2703.0,39.0432989408869,2015.0,7.28269,2011.0,14.97,2019.0,46.1,2022.0,16.8,2013.0,7.1,2022.0,5.3,29.0,24.9,9.060192853,43.90368164,1989.0,0.0215739056896907,2009.0,0.0227272291537607,2000.0,0.401230568114708,2016.0,17.1618749747366,2016.0,23.7814364748502,2007.0,6.47672555626066,2015.0,28.29,2019.0,627.9,54.1,22.6,2.2038903,African,African,
Western Pacific,520.0,NR,NRU,Nauru,High,2012.0,32.4,,,,,,,2019.0,62.14038,2019.0,42.90064,17.38982,2019.0,39.55679,38.15562,3127.0,2011.0,,1.206296131,1.668334966,,,56.70285405,44.07835402,,,,,,,,,,,,,2021.0,4.0,11.62600503,6.0,17.730392934279,10.0,27.5944742369079,,,2005.0,4.200000000000003,2019.0,41.8,2022.0,14.8,2007.0,1.0,2022.0,4.5,35.9,29.2,0.2861063,88.47193718,2005.0,0.590898167707353,2005.0,0.266258697327483,,,2005.0,58.3597076185833,2016.0,27.7779274173778,2012.0,29.1968808528109,2015.0,20.495,,,,,-1.2513919,Western Pacific,Western Pacific,
South-East Asian,524.0,NP,NPL,Nepal,Lower middle,2010.0,32.8,,1.0,64.0,2019.0,39.7,3.89 (3.30–4.59),,,,,,,,,2898.0,,,,,,,,,2021,39.0,5.17,10.96,3.57,1.61,11.0,13.0,53.0,13.0,48.0,2.0,2021.0,9739.0,15.72035324,9853.0,16.1660829527877,16392.0,27.1634685035925,2015.0,21.813128,2018.0,22.5,2019.0,44.6,2022.0,26.7,2022.0,7.7,2022.0,1.7,42.5,35.4,16.10355377,18.47943813,2003.0,0.0292267208436608,2003.0,0.00396078825947653,2006.0,0.487985870093541,2013.0,3.57127480001134,1998.0,10.8389214635222,2012.0,10.1690724210477,2015.0,29.58,2019.0,602.7,46.7,21.5,2.7790399,South-East Asian,South-East Asian,-0.036406685
European,528.0,NL,NLD,Netherlands (Kingdom of the),High,2020.0,26.0,,,,,,,,,,,,,,,3521.0,,,,,,,,,,,,,,,,,,,,,2021.0,402.0,2.22277653,482.0,2.67845433942817,713.0,4.05176192746185,2015.0,6.153716,2020.0,5.11,2019.0,15.5,2022.0,1.6,2009.0,1.0,2022.0,5.1,17.2,12.7,2.085310407,45.44055462,2010.0,0.235074754403325,2015.0,0.0689379514044531,1986.0,0.130784437384557,2001.0,13.9611187246028,2010.0,38.1921358656089,2014.0,4.35158873818387,2015.0,18.69,2019.0,319.9,22.0,10.3,0.7349177,European,European,
Western Pacific,554.0,NZ,NZL,New Zealand,High,,,,,,,,,2012.0,31.7,,,,,,,3214.0,,,,,,,,,,,,,,,,,,,,,2021.0,167.0,2.614607349,162.0,2.54271249232085,297.0,4.7305393967809,2015.0,5.6949415,2020.0,7.93,2019.0,15.3,,,,,,,16.1,10.2,1.76989194,57.76777864,2013.0,0.383060286425631,2010.0,0.144895295878574,1986.0,0.0766491086811775,2012.0,29.3544538961023,2000.0,36.7602820610968,,,2015.0,16.3,2019.0,308.9,23.8,10.3,0.5709185,Western Pacific,Western Pacific,
Americas,558.0,NI,NIC,Nicaragua,Lower middle,2014.0,46.2,1.0,,76.0,,,3.22 (2.72–3.83),2021.0,25.61268,2019.0,56.6544,26.36381,2019.0,17.45012,42.51603,2668.0,,,,,,,,,2021,53.0,5.85,10.25,4.03,2.78,13.0,51.0,68.0,32.0,59.0,16.0,2021.0,1396.0,9.828936996,1036.0,7.36600271125397,1868.0,13.2554226000777,2015.0,1.66983,2010.0,8,2019.0,20.9,2022.0,14.9,2012.0,2.2,2022.0,8.7,23.9,15.3,2.635947615,55.4498136,2016.0,0.292911066480817,1979.0,0.014697936166969,2010.0,0.116984831953058,2013.0,22.6162955370305,1980.0,27.1529029008757,,,2015.0,20.755,2019.0,546.8,42.7,15.3,0.96924275,Americas,Americas,0.21785837
African,562.0,NE,NER,Niger,Low,2018.0,37.3,,1.0,34.0,2019.0,17.0,2.92 (2.48–3.44),2018.0,28.67734,2018.0,44.39621,32.95684,2018.0,41.2923,52.68987,2629.0,,,,,,,,,2022,,,10.55,2.71,1.16,,,,,,,2021.0,25078.0,21.44468945,38501.0,33.6859867535849,124291.0,115.151880229213,,,2018.0,63.54,2019.0,72.0,2022.0,47.4,2022.0,10.9,2022.0,2.7,54.9,48.6,12.28548884,23.94186556,2010.0,0.0578732465389803,2011.0,0.00804891130668623,2007.0,0.335857357825898,2014.0,5.29843698165785,2016.0,17.113097154968,1999.0,4.10594451892232,2015.0,33.55,2019.0,599.7,69.6,21.0,2.5084188,African,African,0.29684576
African,566.0,NG,NGA,Nigeria,Lower middle,2018.0,35.1,1.0,1.0,48.0,2018.0,22.6,2.82 (2.51–3.17),,,,,,,,,2587.0,,,,,,,,,2021,23.0,4.52,9.7,2.7,2,17.0,32.0,28.0,54.0,31.0,7.0,2021.0,182307.0,22.4914632,276463.0,34.9219144814516,852298.0,110.819276676609,,,2015.0,76.52,2019.0,68.9,2022.0,34.2,2020.0,6.5,2022.0,2.2,55.9,55.0,9.579246491,30.30180335,2006.0,0.0498890160276396,2011.0,0.0123195605711921,2015.0,0.30976261242266,1991.0,2.48145438143579,2008.0,18.227390898515,2003.0,4.99845451346766,2015.0,23.855,2019.0,530.2,69.0,16.9,2.259599,African,African,-0.22652803
Western Pacific,570.0,NU,NIU,Niue,Not applicable,,,,,,,,,2019.0,27.51897,2019.0,34.87456,10.933,2019.0,63.44447,12.97778,,2010.0,2.171800298,1.540493114,1.838756479,1.0780806,57.70025068,40.43109134,31.75375872,,,,,,,,,,,,,2021.0,0.0,10.00236396,0.0,12.5929439919176,1.0,24.1314546283105,,,,,2019.0,36.3,,,,,,,33.6,27.0,0.736178644,81.29482865,2011.0,0.522177761041785,2013.0,0.261017116634373,2005.0,0.0141002971840916,2016.0,51.4695603883432,2014.0,31.1313778932917,,,,,,,,,-0.30628246,Western Pacific,Western Pacific,
European,807.0,MK,MKD,North Macedonia,Upper middle,2019.0,33.5,,,,2019.0,54.2,3.91 (3.31–4.55),,,,,,,,,3159.0,,,,,,,,,,,,,,,,,,,,,2021.0,77.0,3.804522972,69.0,3.41025533895332,108.0,5.31060293316072,2015.0,9.528536,2017.0,.41,2019.0,20.4,2022.0,3.7,2019.0,3.4,2022.0,9.9,25.7,19.1,2.619222552,46.85919285,,,2000.0,0.0403818246924011,,,2013.0,21.9841437386318,2013.0,36.4479578580699,2014.0,7.19459780640034,2015.0,28.395,2019.0,733.7,30.0,22.7,0.9628775,European,European,
European,578.0,NO,NOR,Norway,High,2019.0,27.7,,,,,,,2017.0,23.2,,,,,,,3446.0,,,,,,,,,,,,,,,,,,,,,2021.0,113.0,2.089928806,69.0,1.29018452739562,117.0,2.1707294603067,2015.0,13.135983,2020.0,.24,2019.0,13.5,,,,,,,16.7,11.9,2.008794621,46.84199393,2011.0,0.265572364240379,1996.0,0.0551408130121707,2016.0,0.0912093514773975,2002.0,17.4880557875972,2012.0,36.0566345437122,1993.0,4.74150842715052,2015.0,19.625,2019.0,291.3,20.3,8.7,0.69753486,European,European,
Eastern Mediterranean,512.0,OM,OMN,Oman,High,,,,,,,,,2018.0,47.83886,2018.0,46.60549,38.42207,2018.0,38.12342,61.19031,2997.0,2015.0,1.232911576,1.652167078,1.590969448,1.147093995,49.66056846,29.02537524,27.92561321,,,,,,,,,,,,,2021.0,474.0,5.642698549,380.0,4.55010876845666,870.0,10.139519977375,2015.0,1.536337,,,2019.0,24.3,2022.0,12.7,2017.0,9.3,2022.0,6.5,30.2,29.1,5.345674977,59.35716033,2008.0,0.269865209338288,2004.0,0.0948052244395999,1978.0,0.335985614156388,2011.0,25.8255492574642,2009.0,35.3981433094357,1999.0,9.84186097268396,2015.0,24.09,2019.0,683.6,50.4,21.5,1.6762878,Eastern Mediterranean,Eastern Mediterranean,
Eastern Mediterranean,586.0,PK,PAK,Pakistan,Lower middle,2018.0,29.6,,1.0,54.0,2018.0,15.0,3.91 (3.32–4.66),,,,,,,,,2470.0,2009.0,0.616352686,1.132226584,1.749634916,0.347868619,20.90818545,32.5157221,9.767324629,2021,23.0,4.97,10.8,3.18,1.38,13.0,24.0,87.0,23.0,41.0,1.0,2021.0,203374.0,30.91681459,251307.0,39.4435179571903,399429.0,63.3325517355881,,,2016.0,88.98,2019.0,53.0,2022.0,34.0,2018.0,7.1,2022.0,2.7,44.0,41.1,14.36138898,26.07249022,2015.0,0.0908860028758791,2009.0,0.0167804127941267,2016.0,0.46323578271746,2005.0,5.34522939649091,2013.0,19.5296695439816,2005.0,10.2063186430439,2015.0,30.48,2019.0,753.4,59.3,29.4,2.6645434,Eastern Mediterranean,Eastern Mediterranean,2.5425882
Western Pacific,585.0,PW,PLW,Palau,High,,,,,,,,,2020.0,38.89561,2020.0,42.44899,12.89269,2020.0,65.48556,28.07926,,,,,,,,,,,,,,,,,,,,,,2021.0,2.0,7.473453161,2.0,8.5271454487172,4.0,16.2452399328571,,,,,2019.0,33.5,,,,,,,34.3,28.3,0.735293329,85.0483954,2012.0,0.602680940134702,2016.0,0.314632838211794,1991.0,0.0153956320966023,2000.0,46.4470494717107,1999.0,33.9566110518209,1989.0,16.1293734835063,2015.0,22.84,,,,,-0.30748576,Western Pacific,Western Pacific,
,275.0,F299,PSE,Palestine,,,,,,,2020.0,44.7,,2013.0,21.45949,,,,,,,,2010.0,1.232911576,1.652167078,1.590969448,1.147093995,49.66056846,29.02537524,27.92561321,2022,,,9.14,3.36,3.23,,,,,,,2021.0,1377.0,9.401923966,1350.0,9.30479600877727,2147.0,14.8347506625012,2015.0,8.386989,2019.0,1.48,,,2022.0,7.5,2020.0,1.3,2022.0,8.3,,,1.934647001,,1998.0,0.212153655510675,2013.0,0.119063915367021,2004.0,0.204897814378075,2014.0,32.4327187056391,2010.0,35.3550475647958,2006.0,13.5417562450498,2015.0,22.18,,,,,0.65992486,,Eastern Mediterranean,
Americas,591.0,PA,PAN,Panama,High,2021.0,50.9,,,,,,3.39 (2.89–3.98),2017.0,59.68136,2017.0,41.84551,25.97089,2017.0,40.89965,12.66056,2980.0,,,,,,,,,,,,,,,,,,,,,2021.0,582.0,7.51172695,596.0,7.75221839957989,1067.0,13.8704684737063,2015.0,1.8714,2012.0,8.880000000000001,2019.0,16.0,2022.0,13.8,2019.0,1.1,2022.0,11.4,22.6,21.2,2.954983898,56.79723024,1981.0,0.0902993130646435,2005.0,0.068111100331859,2016.0,0.10999052136741,2001.0,15.8466636887714,,,2010.0,8.65531468908512,2015.0,19.8,2019.0,333.7,35.5,10.7,1.0834932,Americas,Americas,
Western Pacific,598.0,PG,PNG,Papua New Guinea,Lower middle,2009.0,41.9,,1.0,,2017.0,32.2,2.45 (2.07–2.86),2016.0,29.59362,2016.0,42.34364,5.588853,2016.0,73.63715,16.45974,2272.0,,,,,,,,,,,,,,,,,,,,,2021.0,3811.0,14.79930884,5382.0,21.217024023843,10765.0,42.8118988015915,,,2015.0,51.4,2019.0,46.7,2022.0,51.2,2010.0,14.1,2022.0,16.0,44.1,33.7,3.416250274,51.74626708,1990.0,0.122982400521414,2007.0,0.0555325386687297,2016.0,0.07164952264171,1989.0,9.56718248915486,2016.0,32.2984747516895,2014.0,14.8390502017834,2015.0,25.47,2019.0,837.5,70.8,36.0,1.2285435,Western Pacific,Western Pacific,
Americas,600.0,PY,PRY,Paraguay,Upper middle,2021.0,42.9,,,,2016.0,52.1,4.31 (3.66–5.09),2021.0,63.92008,2021.0,13.08073,2.687886,2021.0,89.94258,5.946597,2771.0,,,,,,,,,,,,,,,,,,,,,2021.0,1400.0,10.01532614,1335.0,9.65179447199018,2512.0,18.1574925234713,2015.0,8.9145,2015.0,2.34,2019.0,27.9,2022.0,3.4,2016.0,1.0,2022.0,14.6,25.4,22.9,2.892499231,46.06554806,2016.0,0.278808121413246,1994.0,0.0285199698550259,1996.0,0.165433879562174,1990.0,8.4800787566893,1996.0,29.4175230292998,2002.0,6.33793210641293,2015.0,24.54,2019.0,447.1,47.3,16.0,1.0621209,Americas,Americas,
Americas,604.0,PE,PER,Peru,Upper middle,2021.0,40.2,1.0,,,2019.0,84.0,3.07 (2.58–3.60),2018.0,54.9,2008.0,34.40649,12.06116,2008.0,75.19658,21.7602,2844.0,2010.0,1.015413259,1.276492474,1.261003307,0.916956335,50.33987786,27.53794239,24.49385815,,,,,,,,,,,,,2021.0,3962.0,6.631580767,4235.0,7.13676777901089,8333.0,14.1226088375446,2015.0,9.436293,2019.0,2.9,2019.0,29.6,2022.0,10.1,2021.0,0.4,2022.0,9.4,27.1,20.4,1.610067487,55.284971,2015.0,0.2658425436042,2016.0,0.0781632745744395,2016.0,0.0831848535879939,2001.0,14.395883619781,2016.0,38.565310926401,1996.0,6.50742873745557,2015.0,13.685,2019.0,302.7,40.4,9.7,0.4762761,Americas,Americas,
Western Pacific,608.0,PH,PHL,Philippines,Lower middle,2021.0,40.7,1.0,1.0,80.0,2008.0,53.5,4.29 (3.65–5.10),,,,,,,,,2856.0,2015.0,0.912422694,1.451620602,1.817139036,0.838450452,48.9859763,37.19086517,21.25684404,2021,36.0,6.31,9.69,3.91,3.22,6.0,45.0,25.0,38.0,50.0,36.0,2021.0,25531.0,10.16934523,30500.0,12.2769494216617,63392.0,25.7395306143186,2015.0,2.147881,2015.0,16.76,2019.0,13.5,2022.0,28.8,2015.0,6.8,2022.0,4.6,25.5,11.6,13.25704455,24.57233518,1995.0,0.0492091071846525,1991.0,0.00669637501619856,2001.0,0.372741203890915,1981.0,1.03185113453318,2004.0,18.1030418851281,1980.0,4.10589418078624,2015.0,22.545,2019.0,713.6,52.3,24.5,2.5845292,Western Pacific,Western Pacific,0.44830388
European,616.0,PL,POL,Poland,High,2019.0,28.8,,,,,,,,,,,,,,,3593.0,,,,,,,,,,,,,,,,,,,,,2021.0,941.0,2.58161048,1005.0,2.76444587254341,1614.0,4.34660521656176,2015.0,11.97553,2020.0,4.76,,,2022.0,2.3,2011.0,0.9,2022.0,6.0,,,2.833271772,45.39262652,1984.0,0.0888383923619432,2010.0,0.0657000729558736,2014.0,0.137730102626956,2012.0,22.3150246807649,2015.0,36.2489206967525,,,2015.0,28.765,2019.0,441.6,33.0,17.0,1.0414321,European,European,
European,620.0,PT,PRT,Portugal,High,2020.0,34.7,,,,,,,2012.0,29.3306,,,,,,,3524.0,,,,,,,,,,,,,,,,,,,,,2021.0,180.0,2.232990787,137.0,1.70623396237638,255.0,3.09848000352583,2015.0,8.911831,2020.0,0,2019.0,14.3,2022.0,3.1,2016.0,1.1,2022.0,8.9,19.4,13.1,1.782330871,49.46803153,1997.0,0.23006057872374,2004.0,0.0867382148834963,2004.0,0.0689425834454486,2014.0,20.648929293334,2016.0,37.6853985551419,2004.0,6.14731507812224,2015.0,24.445,2019.0,317.6,20.0,11.0,0.577922,European,European,
Eastern Mediterranean,634.0,QA,QAT,Qatar,High,,,,,,,,,,,,,,,,,3458.0,2011.0,1.692907833,1.574850231,1.538085959,2.606014709,85.75677728,40.60041516,39.01294637,,,,,,,,,,,,,2021.0,73.0,2.747732075,88.0,3.3046848014025,152.0,5.30610116931939,2015.0,7.3243294,,,2019.0,22.4,2022.0,4.4,,,2022.0,11.7,26.7,28.2,2.16431953,70.05980015,,,2008.0,0.163854576071085,1994.0,0.195305885866639,1985.0,22.8554570893939,2016.0,35.0567239917766,2011.0,17.7127445024928,2015.0,21.015,2019.0,650.1,56.6,10.7,0.772106,Eastern Mediterranean,Eastern Mediterranean,
Western Pacific,410.0,KR,KOR,Republic of Korea,High,2016.0,31.4,,,,,,,2012.0,36.37029,2005.0,24.13007,6.165308,2005.0,75.7181,9.582886,3443.0,,,,,,,,,,,,,,,,,,,,,2021.0,505.0,1.743800522,400.0,1.38401616238986,860.0,2.88819860151198,2015.0,5.7685995,2020.0,7.82,2019.0,15.0,2022.0,1.7,2020.0,0.2,2022.0,5.4,14.7,13.4,5.391506851,24.2662102,2014.0,0.263870192171837,1999.0,0.0525572401918104,1993.0,0.137736166195888,2014.0,4.52498653210431,,,2008.0,7.36073033855968,,,2019.0,237.1,28.4,7.3,1.684825,Western Pacific,Western Pacific,
European,498.0,MD,MDA,Republic of Moldova,Lower middle,2021.0,25.7,,,,2005.0,69.7,,2004.0,15.8,,,,,,,2614.0,,,,,,,,,,,,,,,,,,,,,2021.0,268.0,6.976255402,402.0,10.5287406852914,552.0,14.1965198536722,2015.0,5.1633,2011.0,1.05,2019.0,27.0,2022.0,3.9,2012.0,1.9,2022.0,2.9,27.6,26.0,2.965586074,44.49947774,2003.0,0.110486645346948,2008.0,0.0261716057601391,2002.0,0.195029075572814,2011.0,17.6392570404645,,,1999.0,5.90944170200502,2015.0,29.925,2019.0,638.0,47.8,24.1,1.0870746,European,European,
European,642.0,RO,ROU,Romania,High,2020.0,34.6,,,,,,4.12 (3.46–4.83),,,,,,,,,3638.0,,,,,,,,,,,,,,,,,,,,,2021.0,665.0,3.394746508,632.0,3.23325972572215,1281.0,6.42687928072302,2015.0,8.1845531,,,2019.0,27.1,2022.0,7.7,2002.0,3.5,2022.0,4.5,25.3,22.6,2.294803411,48.33955765,2004.0,0.155269715649187,2003.0,0.0349588310981336,2016.0,0.14339192046457,2011.0,20.9787580075591,1986.0,32.0865334339331,2014.0,6.83538820650956,2015.0,29.95,2019.0,555.3,31.1,21.0,0.8306472,European,European,
European,643.0,RU,RUS,Russian Federation,Upper middle,2020.0,36.0,,,72.0,,,,2020.0,80.89588,2020.0,53.17439,12.39898,2020.0,23.62726,16.31937,3407.0,,,,,,,,,2021,23.0,5.61,9.36,3.24,2.88,5.0,22.0,48.0,45.0,71.0,47.0,2021.0,4616.0,3.292031051,2857.0,2.04293732206734,7347.0,5.05489741732959,2015.0,5.861867,,,2019.0,21.9,,,2005.0,3.3,2022.0,7.4,23.4,21.1,2.572397701,50.44998527,2010.0,0.179578634938178,2014.0,0.0618568657139066,2012.0,0.157877988381659,2010.0,21.7038204228721,,,1989.0,6.65708168319417,2015.0,27.445,2019.0,619.5,40.2,24.2,0.9448384,European,European,-0.36990762
African,646.0,RW,RWA,Rwanda,Low,2016.0,43.7,,1.0,,2018.0,30.1,1.60 (1.31–1.95),,,,,,,,,2223.0,,,,,,,,,,,,,,,,,,,,,2021.0,6876.0,16.74866116,7070.0,17.5241094836972,15638.0,39.4388849576268,2015.0,7.8774,2017.0,9.6,2019.0,37.9,2022.0,29.8,2020.0,1.1,2022.0,4.7,23.5,16.6,7.253520936,27.3635596,1987.0,0.0165579225920636,2008.0,0.00775558926197631,1983.0,0.365635474427133,2015.0,5.57459585412165,2000.0,13.7575478038115,1999.0,2.85461374974317,2015.0,26.525,2019.0,579.0,64.6,20.2,1.981487,African,African,
Americas,659.0,KN,KNA,Saint Kitts and Nevis,High,,,,,,,,,2012.0,3.496953,,,,,,,2508.0,2011.0,1.404612621,1.244214024,1.405124507,1.381685394,60.66559852,41.55005275,32.68199797,,,,,,,,,,,,,2021.0,5.0,7.80665238,6.0,9.80104956208577,9.0,14.5602393145555,,,,,2019.0,20.4,,,,,,,18.2,15.3,3.179593757,55.80931306,2006.0,0.187848778507281,2016.0,0.123645658890373,2015.0,0.170143065999616,1997.0,13.6009828499869,1976.0,21.2829264930436,1997.0,9.11335096146175,2015.0,25.31,,,,,1.1567534,Americas,Americas,
Americas,662.0,LC,LCA,Saint Lucia,Upper middle,2016.0,51.2,,,,,,,,,,,,,,,2630.0,,,,,,,,,,,,,,,,,,,,,2021.0,23.0,11.22475466,27.0,13.0130379537873,52.0,24.8206367751924,,,2011.0,1.41,2019.0,22.5,2022.0,2.5,2012.0,3.7,2022.0,6.0,19.1,14.2,4.065772519,51.56126618,2015.0,0.226142633962906,2005.0,0.0468035051938106,2004.0,0.212722200988422,2015.0,19.6457597711263,2014.0,28.8424341160082,,,2015.0,27.165,2019.0,515.7,37.4,17.7,1.4026037,Americas,Americas,
Americas,670.0,VC,VCT,Saint Vincent and the Grenadines,Upper middle,,,,,,,,,2019.0,51.73963,2019.0,57.30614,22.64603,2019.0,53.22306,24.60089,2883.0,,,,,,,,,,,,,,,,,,,,,2021.0,16.0,11.91477343,11.0,8.47063786867375,19.0,13.7102622629616,2015.0,27.8978,,,2019.0,20.3,,,,,,,21.4,16.8,3.726897389,56.54802322,2011.0,0.246993883280488,2013.0,0.108846941525478,2005.0,0.190979927543094,2010.0,20.8624329089266,2012.0,31.5828099131135,2000.0,8.18785823413147,2015.0,23.275,2019.0,537.2,45.0,20.7,1.3155761,Americas,Americas,
Western Pacific,882.0,WS,WSM,Samoa,Upper middle,2013.0,38.7,,,,,,,,,,,,,,,3095.0,2011.0,1.463682999,2.119554712,2.225845391,2.429323466,78.70510405,30.79660328,29.16614523,,,,,,,,,,,,,2021.0,46.0,7.616907192,39.0,6.56312300532784,99.0,16.7184902404288,,,2018.0,54.37,2019.0,35.5,2022.0,7.4,2019.0,3.1,2022.0,7.9,39.4,25.8,0.551230507,78.79595757,1986.0,0.16599183365936,1990.0,0.0285737303066356,1993.0,0.0237381966836622,2013.0,47.0086452781278,2013.0,31.5197028409734,1997.0,15.3713856365208,2015.0,23.805,2019.0,765.7,58.8,31.2,-0.5956022,Western Pacific,Western Pacific,
European,674.0,SM,SMR,San Marino,High,,,,,,,,,2019.0,63.05534,2019.0,45.41097,22.3206,2019.0,66.94979,31.68492,,,,,,,,,,,,,,,,,,,,,,2021.0,0.0,1.666851879,0.0,0.79747963979662,0.0,1.71722020526198,2015.0,3.264332,,,2019.0,12.8,,,,,,,17.1,12.4,,,,,,,,,,,,,,,,,,,,,,European,European,
African,678.0,ST,STP,Sao Tome and Principe,Lower middle,2017.0,40.7,,,,2019.0,32.3,,,,,,,,,,2418.0,,,,,,,,,,,,,,,,,,,,,2021.0,56.0,8.738146409,48.0,7.56842029171036,97.0,15.4255528506189,2015.0,6.598412,2018.0,2.85,2019.0,58.8,2022.0,10.0,2019.0,4.1,2022.0,4.7,50.8,43.6,7.950407267,35.0140512,2014.0,0.121971571562256,2016.0,0.0336161199540363,1998.0,0.313120923706949,1988.0,3.12736699698153,2015.0,23.3418943634985,2013.0,7.97837181066984,2015.0,25.75,2019.0,613.2,56.8,21.0,2.073223,African,African,
